provider,model,model_label,prompt_id,iteration_index,family,count,iteration_time_sec
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,35,1,parsing-error,1,6.661436958995182
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,48,1,connector-related-features,1,23.35669820899784
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,48,1,parsing-error,2,23.35669820899784
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,48,1,reference-error,1,23.35669820899784
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,52,1,parsing-error,1,26.791155041995808
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,63,1,feature-value-overriding,4,6.983755916997325
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,68,1,parsing-error,1,22.722967249996145
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,74,1,parsing-error,1,29.09926508400531
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,74,2,parsing-error,1,70.74710270800279
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,77,1,parsing-error,1,36.549795583006926
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,91,1,parsing-error,1,12.872749292000664
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,94,1,parsing-error,1,9.286717291994137
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,95,1,parsing-error,3,53.304325709003024
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,96,1,parsing-error,1,41.106444792007096
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,100,1,feature-value-overriding,2,21.108718958988906
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,102,1,parsing-error,1,31.752430624997945
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,104,1,parsing-error,2,26.211100499989698
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,107,1,parsing-error,3,32.08882962500502
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,109,1,parsing-error,2,28.8459609579877
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,114,1,parsing-error,2,26.892478375011702
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,116,1,parsing-error,4,48.36150595798972
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,120,1,parsing-error,3,49.7583682090044
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,120,2,parsing-error,1,7.410758084006375
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,121,1,parsing-error,2,67.37028316600481
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,121,1,reference-error,265,67.37028316600481
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,121,2,internal-error,3,68.06163166600163
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,121,3,internal-error,1,68.34222958299506
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,121,3,parsing-error,4,68.34222958299506
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,121,4,parsing-error,2,67.62986229099624
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,121,5,parsing-error,2,68.1731385000021
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,121,5,reference-error,165,68.1731385000021
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,121,6,parsing-error,3,69.635129125003
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,134,1,parsing-error,1,17.79856108300737
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,137,1,feature-value-overriding,10,7.184476374997757
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,141,1,parsing-error,3,23.78285733399389
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,146,1,reference-error,13,14.064019000012197
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,146,1,type-error,10,14.064019000012197
anthropic,claude-sonnet-4-6,Anthropic Claude Sonnet 4.6,147,1,parsing-error,8,7.798542541000643
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,1,1,parsing-error,5,38.22462095900846
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,1,1,reference-error,1,38.22462095900846
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,5,1,parsing-error,3,40.82842762500513
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,5,1,reference-error,1,40.82842762500513
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,5,2,parsing-error,1,25.146827999997186
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,5,2,reference-error,1,25.146827999997186
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,6,1,parsing-error,8,61.996751500002574
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,6,1,reference-error,11,61.996751500002574
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,6,2,reference-error,3,16.76891225000145
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,6,3,reference-error,3,79.9983307079965
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,9,1,feature-crossing-specialization,4,58.74195733299712
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,9,1,parsing-error,11,58.74195733299712
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,9,1,reference-error,6,58.74195733299712
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,10,1,parsing-error,4,44.49414533399977
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,11,1,feature-chaining-feature-not-one,1,78.60075433300517
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,11,1,parsing-error,3,78.60075433300517
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,14,1,feature-chaining-feature-not-one,3,86.33221254100499
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,14,1,parsing-error,8,86.33221254100499
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,15,1,parsing-error,2,52.59554420800123
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,15,1,reference-error,2,52.59554420800123
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,16,1,feature-chaining-feature-not-one,1,23.69968620799773
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,16,1,parsing-error,3,23.69968620799773
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,17,1,feature-chaining-feature-not-one,1,30.646648957990692
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,17,1,parsing-error,3,30.646648957990692
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,18,1,parsing-error,8,47.18807375000324
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,21,1,parsing-error,4,39.96798770900932
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,21,2,parsing-error,6,9.398439749988029
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,27,1,parsing-error,4,38.32273675000761
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,27,2,parsing-error,2,23.500131791995955
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,30,1,parsing-error,10,49.46567900000082
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,30,2,parsing-error,10,29.56176983400655
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,32,1,parsing-error,7,27.712633917006315
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,32,1,reference-error,3,27.712633917006315
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,34,1,parsing-error,4,81.55898020899622
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,34,2,parsing-error,5,44.38269849999051
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,34,3,parsing-error,1,52.39487600000575
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,34,4,attribute-usage-features,1,12.702949916987563
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,34,4,parameter-membership-owning-type,1,12.702949916987563
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,34,4,parsing-error,8,12.702949916987563
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,34,4,reference-error,7,12.702949916987563
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,35,1,parsing-error,3,40.84629779100942
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,36,1,parsing-error,1,72.34982074999425
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,38,1,parsing-error,2,41.73021737499221
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,39,1,parsing-error,11,32.54616229199746
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,39,1,reference-error,1,32.54616229199746
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,41,1,parsing-error,4,53.19566329200461
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,41,1,reference-error,4,53.19566329200461
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,41,2,reference-error,3,22.042098541991436
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,43,1,parsing-error,4,68.31049200000416
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,43,1,reference-error,1,68.31049200000416
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,44,1,parsing-error,6,44.75513099999807
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,46,1,connector-related-features,1,56.34136616700562
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,46,1,feature-chaining-feature-not-one,1,56.34136616700562
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,46,1,parsing-error,3,56.34136616700562
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,46,2,connector-related-features,1,59.87769587499497
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,46,2,feature-chaining-feature-not-one,1,59.87769587499497
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,46,2,parsing-error,3,59.87769587499497
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,46,3,connector-related-features,1,18.114032792000216
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,46,3,feature-chaining-feature-not-one,1,18.114032792000216
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,46,3,parsing-error,3,18.114032792000216
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,47,1,connector-related-features,1,41.28165624999383
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,47,1,feature-chaining-feature-not-one,1,41.28165624999383
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,47,1,parsing-error,3,41.28165624999383
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,48,1,connector-related-features,1,40.60157783399336
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,48,1,parsing-error,2,40.60157783399336
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,48,1,reference-error,1,40.60157783399336
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,48,2,connector-related-features,1,53.70070004199806
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,48,2,parsing-error,2,53.70070004199806
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,48,2,reference-error,1,53.70070004199806
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,48,3,connector-related-features,1,17.113713916012784
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,48,3,parsing-error,2,17.113713916012784
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,48,3,reference-error,1,17.113713916012784
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,51,1,parsing-error,4,81.60448508299305
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,51,1,reference-error,1,81.60448508299305
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,52,1,feature-reference-expression-referent-is-feature,2,63.93733116700605
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,52,1,parsing-error,7,63.93733116700605
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,53,1,parsing-error,2,35.01624116700259
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,53,1,reference-error,2,35.01624116700259
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,55,1,invocation-expression-instantiated-type,5,214.573428083997
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,55,1,reference-error,17,214.573428083997
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,56,1,invocation-expression-instantiated-type,1,177.53635983300046
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,56,1,reference-error,1,177.53635983300046
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,58,1,parsing-error,16,94.94031141701272
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,69,1,parsing-error,6,36.0254055000114
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,69,1,reference-error,1,36.0254055000114
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,69,2,parsing-error,4,24.13824079099868
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,70,1,parsing-error,2,44.0672830830008
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,70,1,reference-error,2,44.0672830830008
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,73,1,parsing-error,4,37.90864662500098
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,73,2,parsing-error,4,16.63477074999537
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,73,3,parsing-error,4,10.589691083994694
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,74,1,parsing-error,2,80.77081854200514
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,74,2,parsing-error,2,61.06019470799947
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,74,3,parsing-error,2,56.89668795799662
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,76,1,parsing-error,4,79.29468025000824
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,77,1,parsing-error,11,84.03340379201109
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,77,1,reference-error,18,84.03340379201109
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,78,1,parsing-error,8,39.85728187499626
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,79,1,parsing-error,6,41.61469295799907
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,79,2,parsing-error,6,38.12725170800695
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,80,1,parsing-error,4,73.94649170800403
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,80,1,reference-error,1,73.94649170800403
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,81,1,parsing-error,2,60.59881100000348
